step,total_absorbed_mgC,total_fixed_mgC,total_growth_mgC
0,0.0,0.0,0.0
1,0.0,0.0,0.0
<<<<<<< HEAD
2,0.0,0.0,0.0
3,0.12973635987739085,0.08432863392030404,0.0012973635987739084
4,0.12973635987739085,0.08432863392030404,0.0012973635987739084
5,0.4024470149975641,0.26159055974841666,0.004024470149975642
6,0.4024470149975641,0.26159055974841666,0.004024470149975642
7,0.6003076289715807,0.3901999588315275,0.006003076289715808
8,0.6278693743161956,0.4081150933055272,0.006278693743161957
9,0.6278693743161956,0.4081150933055272,0.006278693743161957
10,0.6641020907788078,0.43166635900622513,0.006641020907788078
11,0.6641020907788078,0.43166635900622513,0.006641020907788078
12,0.6641020907788078,0.43166635900622513,0.006641020907788078
13,0.6641020907788078,0.43166635900622513,0.006641020907788078
14,0.6641020907788078,0.43166635900622513,0.006641020907788078
15,0.6641020907788078,0.43166635900622513,0.006641020907788078
16,0.6641020907788078,0.43166635900622513,0.006641020907788078
17,0.6641020907788078,0.43166635900622513,0.006641020907788078
18,0.6641020907788078,0.43166635900622513,0.006641020907788078
19,0.6641020907788078,0.43166635900622513,0.006641020907788078
20,0.6641020907788078,0.43166635900622513,0.006641020907788078
21,0.6641020907788078,0.43166635900622513,0.006641020907788078
22,0.6641020907788078,0.43166635900622513,0.006641020907788078
23,0.6641020907788078,0.43166635900622513,0.006641020907788078
24,0.6641020907788078,0.43166635900622513,0.006641020907788078
25,0.6641020907788078,0.43166635900622513,0.006641020907788078
26,0.6712762465724758,0.4363295602721093,0.006712762465724758
27,0.6712762465724758,0.4363295602721093,0.006712762465724758
28,0.6877840006479704,0.4470596004211808,0.0068778400064797044
29,0.6877840006479704,0.4470596004211808,0.0068778400064797044
30,0.6877840006479704,0.4470596004211808,0.0068778400064797044
31,0.6877840006479704,0.4470596004211808,0.0068778400064797044
32,0.6877840006479704,0.4470596004211808,0.0068778400064797044
33,0.6877840006479704,0.4470596004211808,0.0068778400064797044
34,0.6877840006479704,0.4470596004211808,0.0068778400064797044
35,0.6877840006479704,0.4470596004211808,0.0068778400064797044
36,0.6877840006479704,0.4470596004211808,0.0068778400064797044
37,0.6877840006479704,0.4470596004211808,0.0068778400064797044
38,0.6877840006479704,0.4470596004211808,0.0068778400064797044
39,0.6877840006479704,0.4470596004211808,0.0068778400064797044
40,0.6877840006479704,0.4470596004211808,0.0068778400064797044
41,0.6877840006479704,0.4470596004211808,0.0068778400064797044
42,0.6877840006479704,0.4470596004211808,0.0068778400064797044
43,0.6877840006479704,0.4470596004211808,0.0068778400064797044
44,0.6877840006479704,0.4470596004211808,0.0068778400064797044
45,0.6877840006479704,0.4470596004211808,0.0068778400064797044
46,0.6877840006479704,0.4470596004211808,0.0068778400064797044
47,0.6877840006479704,0.4470596004211808,0.0068778400064797044
48,0.6877840006479704,0.4470596004211808,0.0068778400064797044
49,0.6877840006479704,0.4470596004211808,0.0068778400064797044
50,0.6877840006479704,0.4470596004211808,0.0068778400064797044
51,0.7015419686667169,0.45600227963336604,0.0070154196866671695
52,0.7015419686667169,0.45600227963336604,0.0070154196866671695
53,0.7015419686667169,0.45600227963336604,0.0070154196866671695
54,0.8174079472487806,0.5313151657117072,0.008174079472487807
55,0.8174079472487806,0.5313151657117072,0.008174079472487807
56,0.8821181346463871,0.5733767875201514,0.008821181346463872
57,0.8821181346463871,0.5733767875201514,0.008821181346463872
58,0.8821181346463871,0.5733767875201514,0.008821181346463872
59,0.8821181346463871,0.5733767875201514,0.008821181346463872
60,0.8821181346463871,0.5733767875201514,0.008821181346463872
61,0.8821181346463871,0.5733767875201514,0.008821181346463872
62,0.8821181346463871,0.5733767875201514,0.008821181346463872
63,0.8821181346463871,0.5733767875201514,0.008821181346463872
64,0.8821181346463871,0.5733767875201514,0.008821181346463872
65,0.8821181346463871,0.5733767875201514,0.008821181346463872
66,0.8821181346463871,0.5733767875201514,0.008821181346463872
67,0.8821181346463871,0.5733767875201514,0.008821181346463872
68,0.8821181346463871,0.5733767875201514,0.008821181346463872
69,0.8821181346463871,0.5733767875201514,0.008821181346463872
70,0.8821181346463871,0.5733767875201514,0.008821181346463872
71,0.8821181346463871,0.5733767875201514,0.008821181346463872
72,0.8821181346463871,0.5733767875201514,0.008821181346463872
73,0.8821181346463871,0.5733767875201514,0.008821181346463872
74,0.8967240552966496,0.582870635942822,0.008967240552966497
75,0.8967240552966496,0.582870635942822,0.008967240552966497
76,0.8967240552966496,0.582870635942822,0.008967240552966497
77,1.009279512419339,0.6560316830725701,0.01009279512419339
78,1.009279512419339,0.6560316830725701,0.01009279512419339
79,1.3369327980860906,0.8690063187559585,0.013369327980860903
80,1.3369327980860906,0.8690063187559585,0.013369327980860903
81,1.3611189606057281,0.8847273243937229,0.01361118960605728
82,1.3611189606057281,0.8847273243937229,0.01361118960605728
83,1.3611189606057281,0.8847273243937229,0.01361118960605728
84,1.3611189606057281,0.8847273243937229,0.01361118960605728
85,1.3611189606057281,0.8847273243937229,0.01361118960605728
86,1.3611189606057281,0.8847273243937229,0.01361118960605728
87,1.3611189606057281,0.8847273243937229,0.01361118960605728
88,1.3611189606057281,0.8847273243937229,0.01361118960605728
89,1.3611189606057281,0.8847273243937229,0.01361118960605728
90,1.3611189606057281,0.8847273243937229,0.01361118960605728
91,1.3611189606057281,0.8847273243937229,0.01361118960605728
92,1.3611189606057281,0.8847273243937229,0.01361118960605728
93,1.3611189606057281,0.8847273243937229,0.01361118960605728
94,1.3611189606057281,0.8847273243937229,0.01361118960605728
