step,total_absorbed_mgC,total_fixed_mgC,total_growth_mgC
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.1108088125837403,0.03324264377512209,0.032577790899619645
55,0.1108088125837403,0.03324264377512209,0.03192623508162725
56,0.1108088125837403,0.03324264377512209,0.031287710379994706
57,0.1108088125837403,0.03324264377512209,0.03066195617239481
58,0.8984023208948502,0.2695206962684551,0.26160120849241325
59,0.8984023208948502,0.2695206962684551,0.256369184322565
60,0.8984023208948502,0.2695206962684551,0.2512418006361137
61,1.4590498580673932,0.43771495742021804,0.4110473405521191
62,1.4590498580673932,0.43771495742021804,0.4028263937410767
63,2.3126626517217908,0.6937987955165372,0.645732027200648
64,2.3126626517217908,0.6937987955165372,0.6328173866566351
65,3.2042442916628313,0.9612732874988494,0.8822860410661684
66,3.2042442916628313,0.9612732874988494,0.864640320244845
67,3.558055641728607,1.0674166925185824,0.9513680507592864
68,3.7927281496639034,1.137818444899171,1.0013344070770778
69,3.7927281496639034,1.137818444899171,0.9813077189355363
70,5.361980588850534,1.6085941766551604,1.423041781677695
71,5.361980588850534,1.6085941766551604,1.3945809460441412
72,7.297691921314212,2.1893075763942647,1.9357884588675804
73,7.297691921314212,2.1893075763942647,1.8970726896902288
74,7.887906665078432,2.3663719995235306,2.032654370563105
75,7.887906665078432,2.3663719995235306,1.992001283151843
76,7.887906665078432,2.3663719995235306,1.952161257488806
77,8.733828154817743,2.6201484464453237,2.1618189503223872
78,8.733828154817743,2.6201484464453237,2.1185825713159394
79,9.425382378208305,2.827614713462492,2.279527861566445
80,9.425382378208305,2.827614713462492,2.2339373043351163
81,9.82021417689601,2.946064253068805,2.3053391070626006
82,9.82021417689601,2.946064253068805,2.2592323249213484
83,9.82021417689601,2.946064253068805,2.2140476784229213
84,10.02797534191756,3.00839260257527,2.2308485073707987
85,10.02797534191756,3.00839260257527,2.1862315372233825
86,10.598797030729877,3.179639109218964,2.310328482989735
87,10.598797030729877,3.179639109218964,2.2641219133299404
88,10.747798862495355,3.2243396587486077,2.2626460136023923
89,10.747798862495355,3.2243396587486077,2.2173930933303443
90,10.747798862495355,3.2243396587486077,2.173045231463737
91,11.003088017186894,3.3009264051560696,2.204639338313775
92,11.003088017186894,3.3009264051560696,2.1605465515474993
93,11.029499302370402,3.308849790711122,2.1251005383605004
94,11.029499302370402,3.308849790711122,2.0825985275932903
95,11.064892416536711,3.3194677249610147,2.0513521326063198
96,11.064892416536711,3.3194677249610147,2.0103250899541933
97,11.077385768922342,3.3232157306767043,1.9737916337564851
98,11.077385768922342,3.3232157306767043,1.9343158010813555
99,11.077385768922342,3.3232157306767043,1.8956294850597284
100,11.077385768922342,3.3232157306767043,1.857716895358534
101,11.077385768922342,3.3232157306767043,1.8205625574513633
102,11.077385768922342,3.3232157306767043,1.784151306302336
103,11.077385768922342,3.3232157306767043,1.7484682801762892
104,11.077385768922342,3.3232157306767043,1.7134989145727635
105,11.077385768922342,3.3232157306767043,1.6792289362813082
106,11.077385768922342,3.3232157306767043,1.645644357555682
107,11.077385768922342,3.3232157306767043,1.6127314704045683
108,11.077385768922342,3.3232157306767043,1.580476840996477
109,11.077385768922342,3.3232157306767043,1.5488673041765473
110,11.077385768922342,3.3232157306767043,1.5178899580930163
111,11.077385768922342,3.3232157306767043,1.4875321589311559
112,11.077385768922342,3.3232157306767043,1.4577815157525327
113,11.077385768922342,3.3232157306767043,1.428625885437482
114,11.077385768922342,3.3232157306767043,1.4000533677287323
115,11.077385768922342,3.3232157306767043,1.3720523003741576
116,11.085426331664793,3.3256278994994393,1.346975179812955
117,11.085426331664793,3.3256278994994393,1.3200356762166958
118,11.085426331664793,3.3256278994994393,1.293634962692362
119,11.085426331664793,3.3256278994994393,1.2677622634385148
120,11.085426331664793,3.3256278994994393,1.2424070181697446
121,11.085426331664793,3.3256278994994393,1.2175588778063497
122,11.085426331664793,3.3256278994994393,1.1932077002502228
123,11.085426331664793,3.3256278994994393,1.1693435462452184
124,11.085426331664793,3.3256278994994393,1.145956675320314
125,11.085426331664793,3.3256278994994393,1.1230375418139078
126,11.085426331664793,3.3256278994994393,1.1005767909776296
127,11.085426331664793,3.3256278994994393,1.078565255158077
128,11.085426331664793,3.3256278994994393,1.0569939500549155
129,11.085426331664793,3.3256278994994393,1.035854071053817
