step,Zostera marina,Halophila ovalis,Posidonia oceanica,Macrocystis pyrifera,Saccharina japonica,Chlorella vulgaris,Nannochloropsis gaditana,Spartina alterniflora,Rhizophora spp.
64,0.0,0.0,0.0,0.0,0.0,0.41306579684768857,0.0,0.7047902938492966,0.20304646262242781
65,0.0,0.0,0.0,0.0,0.0,0.5322847104470378,0.0,0.7039760881741838,0.20290572153933842
66,0.0,0.0,0.0,0.0,0.0,0.5076879340269358,0.0,0.7031628231063511,0.20276507801053395
67,0.0,0.0,0.0,0.0,0.0,0.5166394973246919,0.027451446476168196,0.7023504975591666,0.20262453196839494
68,0.0,0.0,0.0,0.0,0.0,0.539645334327338,0.054292006676442475,0.7015391104472533,0.2024840833453488
69,0.0,0.0,0.0,0.0,0.0,0.5147084248612498,0.05178318325279462,0.7007286606864882,0.20234373207386971
70,0.0,0.0,0.0,0.0,0.0,0.6102357244596168,0.1142344745835172,0.6999191471940008,0.20220347808647873
71,0.0,0.0,0.0,0.0,0.0,0.5820368463338742,0.10895572098482975,0.6991105688881718,0.20206332131574367
72,0.0,0.0,0.0,0.0,0.0,0.8392570497202702,0.161496811981595,0.698302924688631,0.2019232616942791
73,0.0,0.0,0.0,0.0,0.0,0.8004751392016927,0.1540340746552975,0.6974962135162565,0.20178329915474624
74,0.0,0.0,0.0,0.0,0.0,0.8534324405798828,0.17611786785703398,0.7251719795611847,0.20164343362985304
75,0.0,0.0,0.0,0.0,0.0,0.8139954879141269,0.16797949428694517,0.7243342280394283,0.2015036650523541
76,0.0,0.0,0.0,0.0,0.0,0.7763809094183807,0.16021719342981974,0.7234974443261806,0.20136399335505056
77,0.0,0.0,0.0,0.0,0.0,0.8388005985173259,0.15281358703627929,0.9039823038045173,0.261046308439583
78,0.0,0.0,0.0,0.0,0.0,0.8000397805230407,0.1457520999025827,0.9029379824959203,0.2608653649268925
79,0.0,0.0,0.02693467405541976,0.0,0.0,1.148443742586436,0.23653482154850383,0.9377171923085228,0.31977925155389453
80,0.0,0.0,0.02688133207433172,0.0,0.0,1.0953743731060694,0.22560459190446416,0.936633898928504,0.3195575974672784
81,0.0,0.0,0.02682809573279738,0.0,0.0,1.1640876644736375,0.2151794461178004,0.9512728626558365,0.31933609701956744
82,0.0,0.0,0.026774964821606007,0.0,0.0,1.1102953923033367,0.20523604435840015,0.950173909151348,0.3191147501042673
83,0.0,0.0,0.026721939131961185,0.0,0.0,1.0589888509190863,0.19575212532531341,0.9490762252077316,0.31889355661495744
84,0.0,0.0,0.026669018455480004,0.0,0.0,1.0338810580612674,0.21419461629141617,0.9479798093583329,0.31867251644529104
85,0.0,0.0,0.02661620258419224,0.0,0.0,0.9861056086993008,0.20429672333318188,0.9468846601381921,0.3184516294889951
86,0.0,0.0,0.02656349131053954,0.0,0.0,0.9988165635915086,0.19485621014811322,0.9457907760840416,0.31823089563987006
87,0.0,0.0,0.0265108844273746,0.0,0.0,0.9526614379281735,0.1858519413028625,0.9446981557343045,0.3180103147917902
88,0.0,0.0,0.026458381727960355,0.0,0.0,0.9513646807363617,0.1772637580284844,0.9436067976290922,0.3177898868387033
89,0.0,0.0,0.02640598300596917,0.0,0.0,0.9074022976605803,0.16907243308895745,0.9425167003102025,0.3175696116746306
90,0.0,0.0,0.026353688055482025,0.0,0.0,0.8654714080434439,0.16125962773522273,0.9414278623211181,0.31734948919366684
91,0.03001636870243078,0.0,0.0263014966709877,0.0,0.0,0.8933248047437148,0.15380785064836833,0.9403402822070039,0.3171295192899801
92,0.02994701616464165,0.0,0.02624940864738198,0.0,0.0,0.8520444334282236,0.14670041878004156,0.939253958514706,0.316909701857812
93,0.0298778238652393,0.0,0.026197423779966842,0.0,0.0,0.817941196658825,0.13992142000241828,0.938168889792749,0.31669003679147717
94,0.029808791433994442,0.0,0.02614554186444965,0.0,0.0,0.7801442877036322,0.13345567748411027,0.9370850745913342,0.31647052398536374
95,0.0297399185015332,0.0,0.026093762696942347,0.0,0.0,0.7440939668068509,0.1354335039908037,0.9360025114623378,0.316251163333933
96,0.029671204699335135,0.0,0.026042086073960673,0.0,0.0,0.7097095244625953,0.12917514722783172,0.9349211989593093,0.3160319547317193
97,0.029602649659731264,0.0,0.025990511792423343,0.0,0.0,0.6769139807360761,0.12595783495598484,0.9338411356374686,0.3158128980733302
98,0.02953425301590211,0.0,0.025939039649651264,0.0,0.0,0.6476504865780385,0.12013734707803979,0.9327623200537053,0.3155939932534462
99,0.02946601440187572,0.0,0.025887669443366727,0.0,0.0,0.6177226793273822,0.11458582285090013,0.9316847507665756,0.31537524016682095
100,0.029397933452525723,0.0,0.02583640097169262,0.0,0.0,0.5891778304244683,0.10929083351481729,0.9306084263363014,0.31716099417167376
101,0.029330009803569364,0.0,0.025785234033151635,0.0,0.0,0.5619520336239919,0.1042405246406945,0.9295333453247675,0.3169411549227801
102,0.029262243091565564,0.0,0.025734168426665472,0.0,0.0,0.5386537274122528,0.10157263819666588,0.930893908227636,0.31672146805484197
103,0.029194632953912968,0.0,0.02568320395155405,0.0,0.0,0.5137626399153256,0.09687898567746227,0.9298184974144886,0.316501933462237
104,0.02912717902884801,0.0,0.025632340407534718,0.0,0.0,0.49002176489303606,0.09240222595893959,0.9298583086221648,0.3162825510394159
105,0.029059880955442974,0.0,0.025581577594721475,0.0,0.0,0.4673779512431283,0.08813233646554612,0.9287840941805953,0.3160633206809026
106,0.028992738373604065,0.0,0.02553091531362417,0.0,0.0,0.4457805039657911,0.08405975776306254,0.9277111207202116,0.3158442422812942
107,0.028925750924069477,0.0,0.025480353365147732,0.0,0.0,0.42518107066762584,0.08017537215692797,0.926639386807376,0.31562531573526087
108,0.028858918248407483,0.0,0.02542989155059138,0.0,0.0,0.4055335333102443,0.07647048327953337,0.9255688910101071,0.31540654093754567
109,0.028792239989014503,0.0,0.025379529671647846,0.0,0.0,0.38679390496114374,0.07293679662078238,0.9244996318980777,0.3151879177829647
110,0.0287257157891132,0.0,0.02532926753040259,0.0,0.0,0.36892023131570456,0.06956640095833108,0.9234316080426129,0.3149694461664069
111,0.028659345292750566,0.0,0.025279104929333027,0.0,0.0,0.3518724967698377,0.06635175064593309,0.9223648180166885,0.3147511259828341
112,0.028593128144796018,0.0,0.025229041671307753,0.0,0.0,0.3356125348329976,0.06328564872023675,0.9212992603949285,0.3145329571272811
113,0.028527063990939502,0.0,0.025179077559585764,0.0,0.0,0.320103942680993,0.060361230788214135,0.920234933753604,0.3143149394948551
114,0.03116721430919642,0.0,0.025129212397815688,0.0,0.0,0.3064246964560984,0.057571949659148886,0.9191718366706305,0.3140970729807364
115,0.031095202753448663,0.0,0.025079445990035008,0.0,0.0,0.2922648688292663,0.05491156068677701,0.9181099677255666,0.3138793574801777
116,0.031023357579723687,0.0,0.025029778140669298,0.0,0.0,0.28022733426172747,0.05237410778876462,0.9170493254996117,0.3136617928885044
117,0.03095167840359739,0.0,0.024980208654531454,0.0,0.0,0.2672780818177711,0.049953910112222964,0.9159899085756043,0.31344437910111433
118,0.030880164841533886,0.0,0.024930737336820916,0.0,0.0,0.25492721189527384,0.04764554931540748,0.91493171553802,0.313227116013478
119,0.030808816510883432,0.0,0.024881363993122924,0.0,0.0,0.24314707335039273,0.04544385743712718,0.9138747449729699,0.3130100035211384
120,0.030737633029880407,0.0,0.024832088429407727,0.0,0.0,0.23191129279344427,0.043343905326706324,0.9128189954681983,0.31279304151971066
121,0.030666614017641248,0.0,0.024782910452029842,0.0,0.0,0.2211947155441251,0.04134099160859541,0.9117644656130811,0.3125762299048825
122,0.03059575909416242,0.0,0.024733829867727288,0.0,0.0,0.21097334931518047,0.039430632156925396,0.9107111539986237,0.31235956857241387
123,0.030525067880318387,0.0,0.024684846483620817,0.0,0.0,0.20389370213446106,0.03760855005644079,0.9096590592174593,0.3133093585477338
124,0.030454539997859575,0.0,0.02463596010721317,0.0,0.0,0.19447181248323234,0.03587066602733616,0.9086081798638469,0.3130921890492134
125,0.030384175069410352,0.0,0.024587170546388308,0.0,0.0,0.19211555658826282,0.034213089292559125,0.9075585145336696,0.3128751700811186
126,0.030313972718467013,0.0,0.024538477609410664,0.0,0.0,0.1832379328288722,0.032632108867133594,0.9065100618244326,0.3126583015391097
127,0.030243932569395757,0.0,0.02448988110492439,0.0,0.0,0.17477054239474119,0.03112418525000167,0.9054628203352613,0.3124415833189192
128,0.030174054247430686,0.0,0.0244413808419526,0.0,0.0,0.16669442848101804,0.029685942499784065,0.9062126761486617,0.312225015316352
129,0.030104337378671787,0.0,0.024392976629896625,0.0,0.0,0.1589915102732401,0.02831416067671807,0.9051657782128949,0.3120085974272852
130,0.030034781590082948,0.0,0.02434466827853526,0.0,0.0,0.15826075743985277,0.027005768633852175,0.9041200897010488,0.31179232954766806
131,0.029965386509489947,0.0,0.02429645559802402,0.0,0.0,0.15094755758567174,0.025757837141358254,0.9030756092159423,0.3115762115735219
132,0.02989615176557847,0.0,0.02424833839889439,0.0,0.0,0.15306711054189628,0.03570091733439613,0.9020323353620082,0.31136024340094015
133,0.029827076987892127,0.0,0.024200316492053085,0.0,0.0,0.1459939081346581,0.03405118465481344,0.9009902667452914,0.31114442492608835
134,0.029758161806830455,0.0,0.0241523896887813,0.0,0.0,0.15564931937838317,0.03247768581226611,0.8999494019734473,0.31092875604520387
135,0.02968940585364695,0.0,0.024104557800733974,0.0,0.0,0.14845679358616978,0.030976898055473844,0.8989097396557398,0.31071323665459616
136,0.0296208087604471,0.0,0.024056820639939053,0.0,0.0,0.14159663305888823,0.029545461418830875,0.8978712784030394,0.3104978666506464
137,0.0690910158730084,0.0,0.024009178018796738,0.0,0.0,0.1678937267813078,0.028180171200110526,0.8968340168278214,0.31028264592980764
138,0.0689313817301604,0.0,0.023961629750078765,0.0,0.0,0.16013538922449677,0.02687797078577365,0.8957979535441639,0.3100675743886047
139,0.1300589119761681,0.0,0.023914175646927657,0.0,0.0,0.19618778162777242,0.0533461368452474,0.8947630871677464,0.3098526519236342
140,0.12975841208235817,0.0,0.02386681552285599,0.0,0.0,0.18712198111473238,0.05088102188871085,0.8937294163158473,0.3096378784315643
141,0.1807246594658399,0.0,0.02381954919174567,0.0,0.0,0.2733477943862893,0.07601797931425294,0.8926969396073426,0.30942325380913493
142,0.18030709683861856,0.0,0.023772376467847193,0.0,0.0,0.2607164441868802,0.0725052027786837,0.8916656556627037,0.3092087779531575
143,0.1798904989859231,0.0,0.023725297165778914,0.0,0.0,0.24866878630596354,0.06915475098655226,0.8906355631039958,0.3089944507605149
144,0.31290096352892405,0.0,0.023678311100526324,0.0,0.0,0.3964919676104065,0.06595912294197534,0.8896066605548759,0.3087802721281616
145,0.3121780087933755,0.0,0.023631418087441323,0.0,0.0,0.37817014831281864,0.06291116426867954,0.888578946640591,0.30856624195312343
146,0.6423755697804172,0.0,0.023584617942241485,0.0,0.0,0.7135174564974842,0.21705938993571972,0.9090697261261318,0.31722642724122024
147,0.640891367063571,0.0,0.02353791048100935,0.0,0.0,0.680545948947382,0.20702911632585266,0.9080195275968039,0.3170065426375789
148,0.6394105935831532,0.0,0.02349129552019168,0.0,0.0,0.9082215078467412,0.32713840598423694,1.0605632554030995,0.3167868104463306
149,0.6379332414159454,0.0,0.02344477287659876,0.0,0.0,0.8662527626808831,0.3120214017335137,1.0593380446859526,0.31656723056183117
