step,total_absorbed,total_fixed,total_growth
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0.03149397364154954,0.025825058386070618,0.00018896384184929722
10,0.07614171091478614,0.06243620295012462,0.0004568502654887168
11,0.11899686816615036,0.0975774318962433,0.0007139812089969022
12,0.15833039868632484,0.12983092692278636,0.000949982392117949
13,0.2012150641830679,0.16499635263011567,0.0012072903850984073
14,0.22344493054015155,0.18322484304292425,0.0013406695832409092
15,0.26415724366148685,0.21660893980241921,0.0015849434619689211
16,0.2847878945377592,0.23352607352096252,0.001708727367226555
17,0.368488768756795,0.30216079038057186,0.00221093261254077
18,0.4405843099254208,0.36127913413884505,0.0026435058595525246
19,0.5467519799759116,0.44833662358024756,0.0032805118798554696
20,0.649898640150442,0.5329168849233624,0.003899391840902651
21,0.7134547304178294,0.58503287894262,0.004280728382506975
22,0.8516965820085973,0.6983911972470496,0.005110179492051582
23,0.879417844282878,0.7211226323119597,0.005276507065697266
24,1.0532496514810665,0.8636647142144743,0.006319497908886398
25,1.224196930357359,1.0038414828930344,0.007345181582144155
26,1.4056722880338774,1.1526512761877794,0.008434033728203266
27,1.6285607796644268,1.33541983932483,0.009771364677986562
28,1.8351923705983622,1.5048577438906567,0.011011154223590175
29,2.1010589371540433,1.7228683284663149,0.012606353622924258
30,2.1010589371540433,1.7228683284663149,0.012606353622924258
31,2.314107171756841,1.8975678808406093,0.013884643030541046
32,2.4690894567304893,2.024653354519001,0.014814536740382939
33,2.658160021430502,2.179691217573011,0.01594896012858301
34,2.906153354099408,2.383045750361514,0.017436920124596442
35,3.150080717593041,2.5830661884262933,0.01890048430555825
36,3.4352657830849633,2.816917942129669,0.02061159469850978
37,3.5436657450914746,2.9058059109750083,0.021261994470548846
38,3.7743996000860562,3.0950076720705653,0.022646397600516347
39,4.038571612738202,3.311628722445324,0.02423142967642922
40,4.414529488837134,3.6199141808464477,0.026487176933022813
41,4.7927468871226235,3.9300524474405485,0.028756481322735745
42,5.0785761518646755,4.16443244452903,0.030471456911188056
43,5.378428072914804,4.410311019790136,0.032270568437488836
44,5.540819931201992,4.5434723435856315,0.033244919587211964
45,5.791696036340997,4.749190749799616,0.034750176218046006
46,6.030795144312724,4.945252018336433,0.036184770865876355
47,6.391731936397894,5.241220187846272,0.03835039161838738
48,6.734462326662499,5.52225910786325,0.040406773959975016
49,7.077187642153434,5.803293866565814,0.04246312585292062
50,7.4918385030401105,6.143307572492889,0.044951031018240696
51,7.8001337544699965,6.396109678665395,0.04680080252682002
52,8.252219859342532,6.766820284660876,0.049513319156055224
53,8.412093774038421,6.897916894711511,0.05047256264423057
54,8.878060392971921,7.280009522236977,0.053268362357831556
55,9.171801457111444,7.520877194831384,0.05503080874266869
56,9.489372814863101,7.781285708187745,0.05693623688917865
57,9.886532517595361,8.106956664428198,0.05931919510557222
58,10.13560545655279,8.311196474373293,0.06081363273931683
59,10.524457417150062,8.630055082063054,0.06314674450290046
60,10.524457417150062,8.630055082063054,0.06314674450290046
61,10.996306477944659,9.016971311914622,0.06597783886766803
62,11.292147650761946,9.259561073624797,0.06775288590457178
63,11.767900882945876,9.649678724015619,0.07060740529767537
64,12.168696107050625,9.978330807781518,0.07301217664230392
65,12.527469891499939,10.272525311029957,0.07516481934899982
66,12.893187158828052,10.572413470239011,0.0773591229529685
67,13.062783199028715,10.711482223203554,0.07837669919417246
68,13.464193098402957,11.040638340690432,0.08078515859041796
69,13.70529549187551,11.238342303337927,0.08223177295125329
70,14.027817778101483,11.502810578043219,0.0841669066686091
71,14.330822892181866,11.75127477158913,0.08598493735309139
72,14.670210462346832,12.029572579124402,0.08802126277408115
73,14.972025292767313,12.277060740069196,0.08983215175660404
74,15.146770254302371,12.420351608527941,0.09088062152581439
75,15.549845896964186,12.75087363551063,0.09329907538178528
76,15.745964738640362,12.911691085685094,0.09447578843184237
77,16.056618747520027,13.166427372966421,0.0963397124851204
78,16.316324125170723,13.379385782639996,0.0978979447510246
79,16.735713095767302,13.723284738529198,0.10041427857460411
80,17.244789571566837,14.140727448684817,0.10346873742940135
81,17.622036229402134,14.450069708109769,0.10573221737641314
82,18.21926670270931,14.939798696221647,0.10931560021625616
83,18.414210638128548,15.099652723265425,0.11048526382877165
84,19.023832800744625,15.599542896610608,0.11414299680446811
85,19.449632183784914,15.948698390703655,0.11669779310270985
86,19.916552959921823,16.33157342713593,0.11949931775953132
87,20.386425509547372,16.71686891782889,0.12231855305728469
88,20.685246199616984,16.961901883685975,0.12411147719770241
89,21.098186774476705,17.30051315507093,0.12658912064686068
90,21.098186774476705,17.30051315507093,0.12658912064686068
91,21.55226742370102,17.67285928743487,0.12931360454220658
92,21.973474169293308,18.01824881882054,0.13184084501576035
93,22.423575401892077,18.38733182955152,0.13454145241135293
94,22.842895722758893,18.7311744926623,0.13705737433655377
95,23.224525986924196,19.044111309277852,0.1393471559215456
96,23.664887566760665,19.405207804743757,0.14198932540056447
97,23.828075042028296,19.53902153446321,0.1429684502521702
98,24.247428577942323,19.882891433912697,0.14548457146765426
99,24.483962032714988,20.076848866826275,0.14690377219629028
100,24.840313368566566,20.369056962224565,0.14904188021139975
101,25.09439871741816,20.57740694828287,0.15056639230450933
102,25.389875446740913,20.81969786632753,0.15233925268044582
103,25.674455079286094,21.053053165014582,0.15404673047571688
104,25.910543917394076,21.246646012263124,0.1554632635043647
105,26.272322367992526,21.543304341753853,0.15763393420795538
106,26.43597472034081,21.67749927067944,0.15861584832204506
