step,total_absorbed,total_fixed,total_growth
0,0,0,0
1,5.012946370884065,4.511651733795666,0.020051785483536266
2,5.012946370884065,4.511651733795666,0.020051785483536266
3,9.147393298312018,8.232653968480806,0.03658957319324801
4,9.147393298312018,8.232653968480806,0.03658957319324801
5,12.821360855428154,11.539224769885342,0.0512854434217126
6,12.821360855428154,11.539224769885342,0.0512854434217126
7,14.494371357595183,13.04493422183561,0.057977485430380685
8,16.076221009792555,14.468598908813282,0.06430488403917038
9,16.076221009792555,14.468598908813282,0.06430488403917038
10,16.076221009792555,14.468598908813282,0.06430488403917038
11,16.076221009792555,14.468598908813282,0.06430488403917038
12,16.076221009792555,14.468598908813282,0.06430488403917038
13,16.076221009792555,14.468598908813282,0.06430488403917038
14,16.076221009792555,14.468598908813282,0.06430488403917038
15,16.076221009792555,14.468598908813282,0.06430488403917038
16,16.076221009792555,14.468598908813282,0.06430488403917038
17,16.076221009792555,14.468598908813282,0.06430488403917038
18,16.076221009792555,14.468598908813282,0.06430488403917038
19,16.076221009792555,14.468598908813282,0.06430488403917038
20,16.076221009792555,14.468598908813282,0.06430488403917038
21,16.076221009792555,14.468598908813282,0.06430488403917038
22,16.076221009792555,14.468598908813282,0.06430488403917038
23,16.076221009792555,14.468598908813282,0.06430488403917038
24,17.096145353538446,15.386530818184609,0.06838458141415435
25,17.096145353538446,15.386530818184609,0.06838458141415435
26,18.088442103242045,16.279597892917863,0.07235376841296853
27,18.088442103242045,16.279597892917863,0.07235376841296853
28,18.88605027727213,16.99744524954488,0.07554420110908863
29,18.88605027727213,16.99744524954488,0.07554420110908863
30,18.88605027727213,16.99744524954488,0.07554420110908863
31,19.42001387755576,17.478012489800044,0.07768005551022289
32,19.42001387755576,17.478012489800044,0.07768005551022289
33,19.42001387755576,17.478012489800044,0.07768005551022289
34,19.42001387755576,17.478012489800044,0.07768005551022289
35,19.42001387755576,17.478012489800044,0.07768005551022289
36,19.42001387755576,17.478012489800044,0.07768005551022289
37,19.42001387755576,17.478012489800044,0.07768005551022289
38,19.42001387755576,17.478012489800044,0.07768005551022289
39,19.42001387755576,17.478012489800044,0.07768005551022289
40,19.42001387755576,17.478012489800044,0.07768005551022289
41,19.42001387755576,17.478012489800044,0.07768005551022289
42,19.42001387755576,17.478012489800044,0.07768005551022289
43,19.42001387755576,17.478012489800044,0.07768005551022289
44,19.42001387755576,17.478012489800044,0.07768005551022289
45,19.42001387755576,17.478012489800044,0.07768005551022289
46,19.42001387755576,17.478012489800044,0.07768005551022289
47,19.42001387755576,17.478012489800044,0.07768005551022289
48,19.42001387755576,17.478012489800044,0.07768005551022289
49,20.273953510371083,18.24655815933385,0.08109581404148414
50,20.273953510371083,18.24655815933385,0.08109581404148414
51,21.048985372632437,18.9440868353691,0.08419594149052947
52,21.048985372632437,18.9440868353691,0.08419594149052947
53,21.048985372632437,18.9440868353691,0.08419594149052947
54,21.964896879894404,19.768407191904856,0.08785958751957745
55,21.964896879894404,19.768407191904856,0.08785958751957745
56,23.235649625220535,20.912084662698376,0.09294259850088193
57,23.235649625220535,20.912084662698376,0.09294259850088193
58,23.235649625220535,20.912084662698376,0.09294259850088193
59,23.235649625220535,20.912084662698376,0.09294259850088193
60,23.235649625220535,20.912084662698376,0.09294259850088193
61,23.235649625220535,20.912084662698376,0.09294259850088193
62,23.235649625220535,20.912084662698376,0.09294259850088193
63,23.235649625220535,20.912084662698376,0.09294259850088193
64,23.235649625220535,20.912084662698376,0.09294259850088193
65,23.235649625220535,20.912084662698376,0.09294259850088193
66,23.235649625220535,20.912084662698376,0.09294259850088193
67,23.235649625220535,20.912084662698376,0.09294259850088193
68,23.235649625220535,20.912084662698376,0.09294259850088193
69,23.235649625220535,20.912084662698376,0.09294259850088193
70,23.235649625220535,20.912084662698376,0.09294259850088193
71,23.235649625220535,20.912084662698376,0.09294259850088193
72,25.278619660073698,22.75075769406625,0.10111447864029455
73,25.278619660073698,22.75075769406625,0.10111447864029455
74,26.509368341649132,23.85843150748416,0.10603747336659629
75,26.509368341649132,23.85843150748416,0.10603747336659629
76,26.509368341649132,23.85843150748416,0.10603747336659629
77,27.860846368927078,25.07476173203431,0.11144338547570816
78,27.860846368927078,25.07476173203431,0.11144338547570816
79,29.037611811207146,26.133850630086332,0.1161504472448283
80,29.037611811207146,26.133850630086332,0.1161504472448283
81,29.037611811207146,26.133850630086332,0.1161504472448283
82,29.037611811207146,26.133850630086332,0.1161504472448283
83,29.037611811207146,26.133850630086332,0.1161504472448283
84,29.037611811207146,26.133850630086332,0.1161504472448283
85,29.037611811207146,26.133850630086332,0.1161504472448283
86,29.037611811207146,26.133850630086332,0.1161504472448283
87,29.037611811207146,26.133850630086332,0.1161504472448283
88,29.037611811207146,26.133850630086332,0.1161504472448283
89,29.037611811207146,26.133850630086332,0.1161504472448283
90,29.037611811207146,26.133850630086332,0.1161504472448283
91,29.037611811207146,26.133850630086332,0.1161504472448283
92,29.037611811207146,26.133850630086332,0.1161504472448283
93,29.037611811207146,26.133850630086332,0.1161504472448283
94,29.037611811207146,26.133850630086332,0.1161504472448283
95,29.037611811207146,26.133850630086332,0.1161504472448283
96,29.037611811207146,26.133850630086332,0.1161504472448283
97,29.09461780748392,26.185156026735452,0.11637847122993539
98,29.14467222227729,26.230205000049484,0.11657868888910894
99,29.14467222227729,26.230205000049484,0.11657868888910894
100,29.226947784058638,26.3042530056527,0.11690779113623433
101,29.226947784058638,26.3042530056527,0.11690779113623433
102,29.289472860498503,26.360525574448566,0.11715789144199368
