step,total_absorbed_mgC,total_fixed_mgC,total_growth_mgC
140,129.8271387109041,101.26516819450707,2.3368884967963055
141,129.8719604762781,101.3001291714988,2.3376952885730375
142,129.87318721055783,101.30108602423711,2.337717369790074
143,129.87337661235756,101.30123375764093,2.337720779022469
144,129.93857556521328,101.35208894086841,2.338894360173872
145,129.9815381140042,101.38559972892524,2.3396676860521066
146,130.02526118090893,101.41970372111095,2.3404547012563928
147,130.06340612212549,101.44945677525985,2.3411413101982905
148,130.08763703949896,101.4683568908112,2.341577466711014
149,130.11771559992354,101.4918181679423,2.3421188807986555
>>>>>>> c1e5c51 (ver2.3)
